duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
1374,0,Male,Portuguese,White,23,Genshin Impact,6,12,35,65,Yes,Platinum,No,Rarely,,Some of time,,Most of the time,Most of the time,,Half of the time,,Some of time,,Half of the time,,,Most of the time,,Most of the time,No agreement,Agree,Agree,No agreement,Often,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Somewhat,,Somewhat,,Somewhat,,Somewhat,4,,4,5       Very much,,,,2,,5       Very much,3,,3,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,Very Accurate,,Moderately Accurate,,,,Disagree,Strongly disagree,Disagree,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
488,0,Male,Canadian,Caucasian,25,FPS,2,1,66,34,Yes,Gold,No,Often,,,Some of time,Some of time,Half of the time,Half of the time,,,Most of the time,,,Some of time,,Most of the time,,Half of the time,No agreement,No agreement,Agree,Agree,Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Often,Rarely,Somewhat,,Not at all,Somewhat,Somewhat,,,4,3,,,,,3,1 Not at all,4,,2,2,,Moderately Accurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,Moderately Inaccurate,,Neither agree nor disagree,,Agree,,Neither agree nor disagree,Moderately Inaccurate,,Moderately Accurate,,,Moderately Accurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat true for me,,Somewhat true for me,,
802,0,Male,Chilean,Latino,20,Role playing game,10,4,70,30,Yes,Diamond,No,Very often,Almost never/never,,,Some of time,Almost always/always,Almost always/always,,,Most of the time,,,Half of the time,,Most of the time,,Half of the time,Agree,Strongly Agree,No agreement,No agreement,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Often,Never,Sometimes,Rarely,Often,Rarely,Rarely,Often,Sometimes,Sometimes,Very often,Often,Somewhat,Somewhat,,Somewhat,,A lot,,2,5       Very much,5       Very much,4,,,,1 Not at all,4,,,5       Very much,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Agree,Agree,Agree,,,Neither Accurate Nor Inaccurate,,Very Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,,Neither Accurate Nor Inaccurate,,Very true for me,Somewhat true for me,,Very true for me,
435,0,Female,Polish,White,25,osu!,4,4,60,40,Yes,Gold,No,Very often,,,Half of the time,Half of the time,Almost always/always,,,Almost always/always,Almost always/always,,,Almost always/always,Most of the time,Half of the time,,,Strongly Agree,Agree,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Often,Rarely,Sometimes,Never,Very often,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very often,A lot,,A lot,A lot,,,A lot,1 Not at all,5       Very much,,,,2,5       Very much,1 Not at all,,5       Very much,,,4,Moderately Inaccurate,Very Accurate,,,Very Accurate,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,Strongly agree,,,Neither agree nor disagree,Strongly agree,,Very Inaccurate,,Very Accurate,,,Very Accurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,Very true for me,
1452,20,Male,USA,Black,34,PES,2,3,70,30,Yes,Master,Yes,Sometimes,,,Most of the time,Almost always/always,Half of the time,,Some of time,,Almost always/always,Most of the time,,,,Most of the time,,Half of the time,Strongly Agree,Strongly Agree,No agreement,Agree,,Sometimes,Very often,Rarely,Never,Often,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Often,Rarely,Very often,Often,Sometimes,Very often,Sometimes,Never,A lot,,A lot,,Somewhat,A lot,,4,1 Not at all,,1 Not at all,5       Very much,5       Very much,5       Very much,4,,,,,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,,Very Inaccurate,,Disagree,,Agree,Strongly agree,,,,,Very Accurate,Very Accurate,,Very Accurate,Very Inaccurate,,,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
679,0,Male,Portuguese,Caucasian,19,FPS,2,3,100,0,Yes,Supreme,No,Very often,Almost never/never,,,Almost never/never,Some of time,Almost never/never,,,Most of the time,,Some of time,,,Some of time,,Some of time,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Somewhat,,A lot,Somewhat,A lot,,,3,,3,3,2,,,4,,,4,2,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Inaccurate,,Very Accurate,,Moderately Inaccurate,,,,Agree,,Strongly agree,Agree,,Neither Accurate Nor Inaccurate,,Very Accurate,Moderately Accurate,Moderately Inaccurate,,,,,Moderately Accurate,Somewhat true for me,Somewhat false for me,,,Somewhat true for me,
376,0,Male,portuguese,Caucasian ,23,overwatch,4,7,69,31,Yes,diamond,No,Often,,,Most of the time,Most of the time,Almost always/always,,Almost always/always,,Almost always/always,Most of the time,,,,Half of the time,,Some of time,No agreement,Agree,No agreement,No agreement,Often,Never,Rarely,Never,Sometimes,Rarely,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Never,Sometimes,Never,Not at all,,Not at all,Not at all,,,Not at all,2,4,,,5       Very much,,4,2,5       Very much,,3,,,Moderately Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,Moderately Inaccurate,,Strongly disagree,,Strongly disagree,Strongly agree,,,,Moderately Accurate,Moderately Accurate,,Very Accurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,Somewhat true for me,Very true for me,,Very true for me,
347,0,Male,vietnamese,asian,25,moba,4,3,50,50,Yes,gold,No,Rarely,,,Some of time,Some of time,Most of the time,,Some of time,,Half of the time,,Half of the time,,Some of time,Half of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,A lot,,,Somewhat,A lot,,A lot,2,,,1 Not at all,4,,4,2,,4,,4,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,,Moderately Inaccurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Agree,,Agree,,Agree,,Moderately Inaccurate,Moderately Accurate,,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
554,0,Male,portuguese,white,20,runescape,9,6,87,13,Yes,Distinguished Master,No,Very often,Some of time,,,Half of the time,Almost never/never,,,Almost never/never,Half of the time,Half of the time,,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Somewhat,,Somewhat,Somewhat,Somewhat,,,3,,,3,3,3,2,1 Not at all,,,,2,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,,,Moderately Accurate,,Neither agree nor disagree,,Agree,Agree,,,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,Very true for me,,,
347,0,Female,Mexican,Latino,19,call of duty and among us,4,5,52,48,Yes,Master,No,Sometimes,,,Almost always/always,Most of the time,Most of the time,Almost always/always,,,Some of time,,Most of the time,,Half of the time,Most of the time,,,Agree,Agree,Agree,Strongly Agree,Often,Rarely,Sometimes,Sometimes,Rarely,Very often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Very often,Often,Very often,Sometimes,Somewhat,Not at all,,,,Somewhat,Somewhat,3,,4,3,4,2,,2,4,,,,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,,,Moderately Accurate,Moderately Accurate,Agree,,,Agree,,Agree,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Moderately Inaccurate,,,Somewhat true for me,Somewhat false for me,Somewhat true for me,,,
673,0,Male,Portuguese,Latino,20,FIFA 21,3,9,90,10,Yes,Gold 2,No,Often,,,Most of the time,Half of the time,Some of time,,,Some of time,Most of the time,Most of the time,,,,Half of the time,Some of time,,No agreement,No agreement,No agreement,Agree,Often,Very often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Often,Often,Rarely,Rarely,Often,Very often,Sometimes,Sometimes,Sometimes,A lot,Somewhat,,A lot,,,A lot,3,,5       Very much,,3,4,4,3,,,,3,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Inaccurate,,,Agree,,Agree,Neither agree nor disagree,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Accurate,,,Moderately Inaccurate,,,,Somewhat true for me,Somewhat true for me,,Very true for me,
509,0,Female,american,white,55,candy crush,1,2,50,50,Yes,beginner,No,Never,Almost never/never,,,Some of time,Most of the time,Some of time,,,Most of the time,,Some of time,,,Almost always/always,Almost never/never,,No agreement,Agree,Agree,No agreement,Often,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,A lot,,A lot,,A lot,,A lot,3,2,1 Not at all,1 Not at all,2,,,4,,,,2,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Accurate,,,Very Accurate,,,,Agree,Agree,,Strongly disagree,Moderately Inaccurate,,Very Accurate,Moderately Accurate,Very Inaccurate,Very Accurate,,,,,,Very true for me,Very true for me,,Very true for me,
1335,0,Male,Mexican,Hispanic,24,League of legends and Valorant,4,1,100,0,Yes,Silver,No,Often,Almost never/never,,,Some of time,Half of the time,,Most of the time,,Almost always/always,,Almost never/never,,,Most of the time,Almost never/never,,Agree,Agree,Agree,No agreement,Often,Never,Never,Often,Sometimes,Often,Rarely,Never,Sometimes,Never,Often,Very often,Never,Rarely,Never,Often,Very often,Often,Sometimes,Very often,A lot,,A lot,A lot,,,Somewhat,3,5       Very much,,1 Not at all,,4,5       Very much,3,,4,,,,Moderately Inaccurate,,,,Very Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,Strongly agree,Strongly agree,,Neither agree nor disagree,Very Inaccurate,,Very Accurate,,,,,Very Inaccurate,Moderately Inaccurate,Very Inaccurate,,Very true for me,,Very true for me,Very true for me,
473,0,Male,Portuguese,Caucasian,25,Moba and MMO,12,14,100,0,Yes,High DIamond in LEague of Legends,No,Very often,,,Almost always/always,Almost always/always,Almost always/always,,Almost always/always,,Almost always/always,Almost always/always,,,,Almost always/always,,Almost always/always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Often,Often,Often,Very often,Sometimes,Often,Sometimes,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Often,Sometimes,Very often,Very often,Very often,Often,Somewhat,,,,Somewhat,A lot,Somewhat,1 Not at all,,,5       Very much,,2,,1 Not at all,5       Very much,,4,,4,Moderately Inaccurate,,Very Inaccurate,,Moderately Accurate,,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,,,,,Strongly agree,Strongly agree,,Agree,,Very Inaccurate,Moderately Inaccurate,Very Accurate,Very Accurate,Moderately Accurate,,,,,,Very true for me,Very true for me,Very true for me,,
778,0,Male,Mexican,Latin,21,Apex Legends ,10,5,95,5,Yes,Diamond,Yes,Sometimes,,Almost always/always,,Almost always/always,Almost always/always,Some of time,,,Most of the time,,,Half of the time,,Almost always/always,,Almost always/always,Agree,Agree,No agreement,No agreement,Often,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,A lot,,A lot,A lot,A lot,,,3,,1 Not at all,,,,,4,2,2,4,,2,Moderately Inaccurate,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Disagree,Agree,,Agree,,,,,Moderately Accurate,,Very Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Somewhat true for me,,Somewhat true for me,Somewhat true for me,
395,0,Male,portuguese ,white ,29,counter strike global offensive ,6,2,100,0,Yes,legendary eagle ,Yes,Very often,,Most of the time,,Half of the time,Most of the time,,Half of the time,,Most of the time,Almost always/always,,,,Half of the time,Half of the time,,Agree,Agree,No agreement,Agree,Often,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Often,Never,Sometimes,Rarely,Sometimes,Often,Often,Rarely,A lot,A lot,,,A lot,,A lot,4,2,,2,3,5       Very much,,3,2,,,,,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Accurate,,Moderately Accurate,Moderately Inaccurate,,,,Disagree,,,Agree,Disagree,,,,Moderately Accurate,Very Accurate,,,Moderately Accurate,,Moderately Accurate,Very Inaccurate,,Somewhat true for me,Somewhat true for me,Very true for me,,
1496,0,Male,Chilean,Mapuche,21,Rocket League,4,2,65,35,Yes,Diamond,No,Very often,,,Half of the time,Some of time,Half of the time,,Half of the time,,Half of the time,Most of the time,,,,Half of the time,,Half of the time,Agree,Strongly Agree,Agree,Strongly Agree,Often,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,A lot,,,,A lot,A lot,A lot,5       Very much,,,,4,5       Very much,,5       Very much,3,,3,3,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,,Neither agree nor disagree,Neither agree nor disagree,,Agree,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,,Moderately Inaccurate,Very true for me,Somewhat true for me,,,Somewhat true for me,
515,0,Male,Portuguese,White,18,First Person Shooters,5,4,80,20,Yes,Legendary Eagle Master,Yes,Sometimes,Some of time,,,Almost always/always,Most of the time,,,Most of the time,Most of the time,,Most of the time,,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Often,Rarely,A lot,,A lot,A lot,,,A lot,2,4,3,,,,,2,4,2,,,3,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Accurate,,Moderately Accurate,,,Agree,,Strongly agree,Strongly agree,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,,Somewhat true for me,
424,0,Male,Canadian,Chinese,28,Minecraft,4,10,25,75,Yes,Gold (League of Legends),No,Sometimes,,,Most of the time,Most of the time,Almost always/always,,Almost always/always,,Half of the time,,,Half of the time,Almost always/always,Almost always/always,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Never,Very often,Rarely,Sometimes,Very often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Rarely,Somewhat,A lot,,Somewhat,,,Not at all,1 Not at all,5       Very much,,,,2,,1 Not at all,5       Very much,,2,,5       Very much,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Very Inaccurate,,Agree,,,Disagree,,Strongly agree,,,Very Accurate,,Moderately Inaccurate,,Very Inaccurate,,Very Accurate,Neither Accurate Nor Inaccurate,Somewhat true for me,Very true for me,,,Very true for me,
709,0,Male,British,White,28,Dead By Daylight,3,1,80,20,Yes,Gold,No,Sometimes,,,Almost never/never,Almost never/never,Most of the time,,,Half of the time,Some of time,,Almost never/never,,Most of the time,Half of the time,,,Agree,Agree,Agree,Strongly Agree,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Very often,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,Somewhat,Not at all,,Somewhat,,,Somewhat,3,,3,,,,5       Very much,2,4,4,,2,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,,,,Agree,Strongly disagree,Disagree,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Moderately Accurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,Somewhat true for me,,,
800,0,Male,Portuguese,White,24,First Person Shooters,3,3,80,20,Yes,Gold Nova 4 (CS:GO),No,Rarely,Some of time,,,Some of time,Some of time,Almost never/never,,,Most of the time,Almost never/never,,,,Some of time,,Some of time,No agreement,Agree,No agreement,No agreement,Often,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,A lot,Somewhat,A lot,,,A lot,,2,,3,2,4,3,,3,,,,3,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Inaccurate,,,Strongly agree,Agree,Agree,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,,,,Very true for me,Very true for me,,Very true for me,
308,0,Male,American,Asian,24,RPG,4,6,65,35,Yes,Legendary Eagle Master,No,Very often,,Some of time,,Half of the time,Most of the time,Some of time,,,Almost always/always,Half of the time,,,,Most of the time,,Almost always/always,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Somewhat,Not at all,,,Somewhat,Somewhat,,5       Very much,,4,,3,,5       Very much,5       Very much,,4,,4,,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Very Inaccurate,,Very Accurate,,,,Moderately Inaccurate,,Strongly disagree,,Strongly disagree,Strongly agree,,,,Very Accurate,Moderately Accurate,,,,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,Very true for me,Somewhat true for me,,Very true for me,,
645,0,Male,Spanish,White,25,League of Legends,3,0,100,0,Yes,Gold,No,Very often,,,Almost never/never,Some of time,Most of the time,,Most of the time,,Half of the time,Most of the time,,,,Some of time,,Some of time,No agreement,No agreement,Agree,No agreement,Often,Rarely,Never,Rarely,Never,Often,Rarely,Never,Sometimes,Never,Rarely,Very often,Often,Rarely,Rarely,Often,Never,Rarely,Rarely,Often,Somewhat,Not at all,Somewhat,,,,Somewhat,2,4,,,,,5       Very much,1 Not at all,4,,,4,3,Moderately Inaccurate,Very Accurate,,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Strongly agree,,,Agree,,Agree,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,,,,,,Somewhat true for me,,Somewhat true for me,Very true for me,
422,0,Male,Portuguese,White,27,Valorant,2,3,90,10,Yes,Platinum ,No,Often,,,Almost never/never,Some of time,Most of the time,,Some of time,,Most of the time,,,Almost never/never,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,Agree,Often,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Somewhat,Somewhat,,A lot,,A lot,,4,1 Not at all,1 Not at all,,2,,,4,1 Not at all,,4,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,,Very Accurate,,Very Accurate,,Very Accurate,Disagree,,Disagree,Strongly agree,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,,,,,Moderately Accurate,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,Very true for me,
758,0,Female,US American,Black,43,Platformer,3,1,50,50,Yes,NA,Yes,Never,,Most of the time,,Almost always/always,Almost always/always,,Almost always/always,,Almost always/always,,Almost always/always,,,Almost always/always,Almost never/never,,Strongly Agree,Strongly Agree,Strongly Agree,No agreement,Often,Sometimes,Never,Very often,Never,Sometimes,Sometimes,Never,Very often,Never,Sometimes,Often,Very often,Rarely,Often,Sometimes,Sometimes,Often,Very often,Very often,Not at all,,Not at all,,Not at all,,Not at all,4,,5       Very much,,4,4,5       Very much,4,,,3,,,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,Very Inaccurate,Very Accurate,,Moderately Accurate,,,,Strongly agree,,Strongly agree,Strongly disagree,,,Very Inaccurate,Very Accurate,Very Accurate,Very Inaccurate,,,Moderately Inaccurate,,,,Very true for me,Very true for me,,Very true for me,
1160,0,Male,Portuguese,Caucasian,21,FPS,9,1,87,13,Yes,gold,No,Rarely,Almost never/never,,,Some of time,Some of time,Almost never/never,,,Most of the time,,,Almost never/never,,Some of time,,Some of time,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Never,Somewhat,Somewhat,Somewhat,,,Somewhat,,3,,3,2,,,,3,3,2,,,2,Moderately Inaccurate,Very Inaccurate,,,Very Inaccurate,,Very Accurate,,Very Accurate,,Moderately Accurate,,Neither agree nor disagree,Agree,Agree,,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,Moderately Accurate,Very Inaccurate,,,Somewhat true for me,Somewhat true for me,,Very true for me,
918,0,Male,Mexican,Latinoamerican,22,RPG Iruna Online ,12,4,90,10,Yes,Platinum,No,Often,,,Almost always/always,Almost always/always,Most of the time,,,Almost always/always,Almost always/always,,Half of the time,,,Almost always/always,,Almost always/always,Strongly Agree,Agree,Agree,Agree,Often,Often,Sometimes,Often,Rarely,Sometimes,Never,Rarely,Very often,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Somewhat,,A lot,Somewhat,,,A lot,4,,,2,1 Not at all,3,,5       Very much,2,1 Not at all,,,,Moderately Inaccurate,,Moderately Accurate,,Very Inaccurate,,Very Accurate,,Moderately Accurate,Very Accurate,,,Agree,,Agree,Disagree,,Moderately Inaccurate,,Very Accurate,,,,Moderately Accurate,Very Accurate,Very Accurate,,,Very true for me,,Very true for me,Very true for me,
444,0,Male,Polish,Poland,20,Apex legends,5,3,80,20,Yes,diamond 2 in apex,No,Sometimes,,,Most of the time,Some of time,Almost always/always,,Almost always/always,,Most of the time,,Some of time,,,Half of the time,,Half of the time,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,A lot,Not at all,Somewhat,,,Not at all,,5       Very much,,4,,2,3,2,4,,2,,,,Moderately Inaccurate,,,,Very Inaccurate,Very Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,Strongly agree,,Strongly agree,,Neither agree nor disagree,Very Inaccurate,,Moderately Accurate,,,Very Accurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Very false for me,Somewhat true for me,,Very false for me,
350,0,Male,Spanish,White,18,Shooter,8,2,90,10,Yes,Diamond ,No,Very often,,Half of the time,,Some of time,Half of the time,Some of time,,,Half of the time,,,Almost never/never,,Some of time,,Some of time,Agree,Agree,Agree,Agree,Often,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Rarely,Often,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Somewhat,,,Somewhat,Somewhat,,Somewhat,4,2,,3,,,,3,3,,3,2,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,Agree,,Agree,Disagree,,,,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Somewhat true for me,Somewhat true for me,,,Somewhat true for me,
