duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,preferred_game_name,preffered_esports_game_name,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
575,0,Female,italian,white,34,3,1,0,100,No,final fantasy,,,No,Never,Almost never/never,,,Almost never/never,Some of time,Almost never/never,,,Almost never/never,,Almost never/never,,,Most of the time,,Some of time,No agreement,No agreement,No agreement,Agree,Often,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Somewhat,,Somewhat,,,Somewhat,Somewhat,4,,2,1 Not at all,,5       Very much,,5       Very much,1 Not at all,1 Not at all,,,,Moderately Inaccurate,,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Very Accurate,,,Very Accurate,,Strongly disagree,,,Agree,,Strongly disagree,Very Accurate,Moderately Accurate,Very Accurate,,,,Very Inaccurate,,,Very Inaccurate,,Somewhat true for me,,Very true for me,Somewhat true for me,
207,0,Male,Polish,White,19,6,6,50,50,No,RPG,,,No,Very often,,Most of the time,,Most of the time,Most of the time,,,Most of the time,Most of the time,Almost always/always,,,,Most of the time,,Most of the time,Agree,Agree,No agreement,Agree,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Often,Rarely,Rarely,Often,Often,A lot,A lot,Not at all,A lot,,,,3,,,,4,,4,2,,2,4,,4,Moderately Inaccurate,,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,,,,,,,Agree,Neither agree nor disagree,Agree,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Very true for me,Somewhat true for me,Somewhat true for me,,,
628,0,Male,British,White,30,4,1,60,40,No,MOBA,,,No,Very often,,Almost never/never,,Some of time,Most of the time,,Most of the time,,Most of the time,Almost always/always,,,,Half of the time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Often,Rarely,Sometimes,Very often,Often,Often,Never,Sometimes,Rarely,Very often,Often,Often,Rarely,Sometimes,Often,Very often,Rarely,Very often,Sometimes,Somewhat,Not at all,,Somewhat,,Not at all,,1 Not at all,5       Very much,,3,,,5       Very much,1 Not at all,,,1 Not at all,,4,Moderately Inaccurate,,,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Inaccurate,,,,Agree,Neither agree nor disagree,,Agree,,,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,Somewhat true for me,,Somewhat true for me,Somewhat false for me,
2600,0,Male,Polish,Caucasian,34,4,2,20,80,No,RPG,,,No,Sometimes,Almost never/never,,,Some of time,Half of the time,Half of the time,,,Half of the time,,,Most of the time,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,A lot,,,A lot,A lot,,A lot,3,,,,2,4,,4,2,3,,3,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,,,,Disagree,Disagree,Strongly agree,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,,,Moderately Inaccurate,Moderately Inaccurate,Very true for me,Somewhat true for me,Somewhat true for me,,,
309,0,Male,British,White,29,2,2,69,31,No,Shooters,,,No,Sometimes,,,Half of the time,Some of time,Most of the time,Most of the time,,,Half of the time,,,Some of time,Almost always/always,Almost always/always,,,No agreement,Strongly Agree,No agreement,Strongly Agree,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Often,Never,A lot,Somewhat,,,,A lot,A lot,4,,,2,,3,,4,3,,2,4,,Moderately Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,,,Neither agree nor disagree,Agree,Agree,,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Accurate,,Neither Accurate Nor Inaccurate,,,,Very true for me,,Very true for me,Very true for me,
360,0,Female,Welsh,White,24,6,2,70,30,Yes,,Moba,Gold,No,Sometimes,,Half of the time,,Half of the time,Almost always/always,Most of the time,,,Most of the time,Most of the time,,,Almost always/always,Most of the time,,,Agree,Agree,No agreement,Agree,Often,Very often,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Very often,Never,Rarely,Sometimes,Never,Never,Often,Sometimes,Very often,Often,Very often,Very often,Somewhat,Not at all,Somewhat,,,Somewhat,,2,4,,4,,,,2,3,1 Not at all,,,2,Moderately Inaccurate,,,,Very Accurate,Very Accurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,Moderately Inaccurate,,,Agree,,Agree,,Agree,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Very Accurate,,,Very Accurate,Moderately Inaccurate,Very true for me,Very true for me,Very true for me,,,
611,0,Male,portuguese,Caucasian,23,9,2,90,10,Yes,,league of leagends,gold,No,Very often,,,Some of time,Half of the time,Half of the time,,,Most of the time,Half of the time,,,Most of the time,,Most of the time,Half of the time,,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Often,Sometimes,Often,Often,A lot,,A lot,,A lot,A lot,,3,4,3,,4,,3,3,,,,3,,Moderately Inaccurate,,,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Accurate,,Agree,,,Neither agree nor disagree,,Neither agree nor disagree,Neither Accurate Nor Inaccurate,,Moderately Accurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,Very true for me,,
1106,0,Male,Polish,White,20,4,6,60,40,No,League of Legends and RPGs.,,,No,Very often,,,Some of time,Half of the time,Half of the time,,,Half of the time,Most of the time,,Almost never/never,,,Some of time,,Some of time,Agree,No agreement,No agreement,Agree,Often,Often,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Often,Sometimes,Never,Never,Sometimes,Often,Never,Never,Often,A lot,Not at all,,Somewhat,,,A lot,3,3,,5       Very much,4,2,,5       Very much,,,2,,,Moderately Inaccurate,,,,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Agree,,Agree,,Agree,,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,,Very Accurate,,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,,Somewhat true for me,Very true for me,
832,25,Male,Poland,White,18,9,6,70,30,No,"FPS, MOBA",,,No,Very often,Half of the time,,,Half of the time,Almost never/never,Almost never/never,,,Most of the time,,,Some of time,,Some of time,,Some of time,No agreement,Agree,No agreement,Agree,Often,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,A lot,,Somewhat,,A lot,A lot,,3,3,4,,,2,4,2,,,,2,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,,,Agree,Disagree,Neither agree nor disagree,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Accurate,,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Somewhat true for me,,Very true for me,
607,0,Male,French,Caucasian,28,5,7,70,30,Yes,,Dota 2,Ancient,No,Often,,Some of time,,Half of the time,Almost always/always,,,Most of the time,Almost always/always,,,Half of the time,Almost never/never,Half of the time,,,Agree,No agreement,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Often,A lot,Somewhat,,A lot,A lot,,,2,,2,,2,2,4,2,,,,2,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Disagree,,,Agree,Disagree,,,,Very Accurate,Moderately Inaccurate,Very Inaccurate,,Very Inaccurate,,,Very Inaccurate,Very true for me,Very true for me,Very true for me,,,
419,25,Male,British,White,45,3,2,75,25,No,Fifa 21,,,No,Rarely,,Almost never/never,,Almost never/never,Almost always/always,,Most of the time,,Some of time,,,Some of time,,Most of the time,Half of the time,,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,Often,Sometimes,Often,Never,Never,Very often,Rarely,Rarely,Often,Sometimes,Never,Sometimes,Often,Never,Often,Very often,Often,Somewhat,,Somewhat,Somewhat,A lot,,,3,,2,,4,,3,3,4,,,,3,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,,,,Disagree,,Agree,Agree,,Neither Accurate Nor Inaccurate,Very Inaccurate,Very Accurate,,,,Moderately Accurate,,,Moderately Inaccurate,Somewhat true for me,Somewhat true for me,,Somewhat false for me,,
701,0,Male,Portuguese,White,20,6,10,70,30,No,PvP,,,No,Sometimes,,,Half of the time,Half of the time,Some of time,,Some of time,,Half of the time,,,Some of time,,Most of the time,,Half of the time,No agreement,No agreement,Agree,Agree,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Not at all,Not at all,Somewhat,,Not at all,,,4,3,5       Very much,1 Not at all,,,4,3,,,,,4,Moderately Inaccurate,,Very Inaccurate,,Moderately Accurate,,Very Accurate,Very Inaccurate,,Moderately Accurate,,Agree,,Neither agree nor disagree,Agree,,,,Moderately Inaccurate,Very Accurate,Moderately Inaccurate,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,,Somewhat true for me,Somewhat false for me,
259,0,Male,Portuguese,Caucasian,27,6,2,70,30,Yes,,FPS or MOBAs,LEgendary Eagle / Gold 1,No,Rarely,,,Some of time,Half of the time,Most of the time,Most of the time,,,Half of the time,Half of the time,,,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Somewhat,Not at all,,,A lot,,Somewhat,3,,3,,2,4,3,4,,4,,,,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Accurate,,Strongly disagree,,,Agree,,Disagree,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,,,Very true for me,Somewhat true for me,Very true for me,,
1318,0,Male,Polish,White,19,4,2,90,10,Yes,,League of Legends,Diamond 4,No,Never,Some of time,,,Half of the time,Some of time,,Half of the time,,Most of the time,,,Half of the time,,Half of the time,,Half of the time,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Sometimes,Often,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,Somewhat,Somewhat,,Somewhat,,,Somewhat,2,,5       Very much,,4,3,5       Very much,3,,3,,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,,Disagree,Agree,,Agree,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,,Moderately Accurate,Somewhat true for me,Somewhat true for me,,,Very true for me,
547,0,Female,Canadian,Chinese,30,8,2,80,20,No,Harvest Land (mobile app),,,Yes,Never,,Almost never/never,,Almost never/never,Most of the time,,Almost always/always,,Almost never/never,Almost never/never,,,Some of time,Half of the time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Often,A lot,,A lot,A lot,,,A lot,1 Not at all,,3,,,2,4,2,,,,3,1 Not at all,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,,Disagree,Neither agree nor disagree,Strongly disagree,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,Very Inaccurate,,,Very true for me,Very true for me,,,Very true for me,
399,0,Male,British,White,20,6,0,85,15,No,Shooters,,,No,Often,,,Half of the time,Most of the time,Half of the time,Some of time,,,Some of time,,,Some of time,,Some of time,,Half of the time,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Somewhat,Somewhat,,A lot,,A lot,,2,4,,5       Very much,,2,,2,,,,5       Very much,3,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Very Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither agree nor disagree,Strongly agree,,Agree,,,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,,Moderately Accurate,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,Somewhat true for me,,
304,0,Male,Portuguese,White,19,8,3,50,50,No,MOBA,,,No,Very often,,Almost never/never,,Almost always/always,Most of the time,,,Most of the time,Half of the time,Half of the time,,,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Rarely,Often,Often,Never,Often,Never,Sometimes,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Often,Rarely,A lot,Not at all,A lot,A lot,,,,3,5       Very much,,5       Very much,,,,2,,4,4,,3,Moderately Inaccurate,,,Very Accurate,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,,,,Agree,Agree,Agree,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,,,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,Very true for me,Somewhat false for me,,Somewhat true for me,,
376,0,Male,Portugal,caucasian,21,5,7,100,0,Yes,,CSGO,GLOBAL,No,Often,,,Most of the time,Most of the time,Almost always/always,,,Most of the time,Almost always/always,,Half of the time,,,Most of the time,Most of the time,,Agree,Strongly Agree,Agree,Agree,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Very often,Very often,Very often,Often,Often,Rarely,Often,Often,Often,Somewhat,,,,Somewhat,A lot,Somewhat,3,4,,2,4,,,1 Not at all,4,,2,,,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,,,Agree,Agree,Neither agree nor disagree,Moderately Accurate,Moderately Accurate,Moderately Accurate,,,Moderately Inaccurate,,,Moderately Accurate,,Very true for me,Very true for me,,Very true for me,,
458,0,Male,Spain,White,20,7,9,75,25,Yes,,League of Legends,Platinum,Yes,Very often,,Most of the time,,Half of the time,Almost always/always,,,Almost always/always,Almost always/always,,Most of the time,,,Some of time,,Some of time,Agree,Agree,No agreement,Agree,Often,Often,Sometimes,Never,Rarely,Rarely,Often,Rarely,Often,Never,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Often,Never,A lot,,A lot,,A lot,A lot,,2,4,,2,,,,3,,,2,2,3,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,,,,Agree,Neither agree nor disagree,Agree,,,,Moderately Inaccurate,Very Accurate,Very Accurate,Moderately Inaccurate,,,,Moderately Accurate,,Very true for me,Very true for me,,,Very true for me,
566,0,Male,Portuguese,Caucasian,21,12,16,80,20,No,Valorant,,,No,Sometimes,,Almost always/always,,Most of the time,Half of the time,,Half of the time,,Almost always/always,,,Some of time,,Almost always/always,Almost always/always,,Strongly Agree,Agree,Agree,Strongly Agree,Often,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Often,Never,Rarely,Rarely,Often,Never,Sometimes,Never,Sometimes,Rarely,Often,Rarely,A lot,,A lot,A lot,A lot,,,5       Very much,2,,3,,4,,4,,,,1 Not at all,2,Moderately Inaccurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Accurate,,Very Accurate,,,Disagree,,,Strongly agree,,Disagree,Moderately Inaccurate,,Moderately Accurate,Very Accurate,,,Moderately Accurate,,Moderately Accurate,,,Somewhat true for me,Very true for me,Very true for me,,
684,0,Male,English,British,27,10,6,70,30,Yes,,Counter Strike Global Offensive,Legendary Eagle,No,Often,,,Half of the time,Half of the time,Most of the time,,Almost always/always,,Most of the time,Half of the time,,,,Almost always/always,Most of the time,,Agree,No agreement,No agreement,No agreement,Often,Often,Never,Rarely,Never,Never,Often,Never,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Never,Sometimes,Rarely,Often,Sometimes,Sometimes,A lot,,,,A lot,A lot,A lot,2,3,,,4,,,3,,4,3,,5       Very much,Moderately Inaccurate,,Very Accurate,,Moderately Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,,,,Neither agree nor disagree,Agree,Neither agree nor disagree,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,Somewhat true for me,Very true for me,Somewhat false for me,,,
504,0,Female,british,white,20,8,2,80,20,Yes,,valorant,platinum,No,Often,,,Some of time,Some of time,Some of time,Most of the time,,,Some of time,Half of the time,,,Some of time,Half of the time,,,No agreement,Agree,No agreement,No agreement,Often,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Often,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Often,Often,Often,A lot,Somewhat,,,A lot,Somewhat,,1 Not at all,,5       Very much,,4,,5       Very much,1 Not at all,5       Very much,,1 Not at all,,,Moderately Inaccurate,,,Moderately Accurate,Very Inaccurate,,Moderately Inaccurate,Very Accurate,Very Inaccurate,,,,,,Disagree,Agree,Agree,,,Very Accurate,,Very Inaccurate,Moderately Accurate,,,Very Inaccurate,Very Inaccurate,,Very true for me,Somewhat true for me,,Very true for me,
361,0,Female,Canadian,White,25,4,2,20,80,Yes,,League of Legends,Bronze,No,Sometimes,,Some of time,,Some of time,Most of the time,Most of the time,,,Some of time,,,Some of time,Most of the time,Most of the time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Never,Rarely,Often,Rarely,A lot,,Somewhat,A lot,,,A lot,3,2,,,4,,,3,3,,3,,2,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Accurate,,,Very Inaccurate,,,,,Agree,Disagree,Neither agree nor disagree,,Moderately Accurate,Very Accurate,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,,,Very true for me,Very true for me,Very true for me,,
760,0,Female,Sweden,White,33,4,6,50,50,No,Sims 4 ,,,No,Often,Some of time,,,Almost always/always,Half of the time,Almost always/always,,,Some of time,,Most of the time,,Most of the time,Most of the time,,,Agree,No agreement,Strongly Agree,Strongly Agree,Often,Rarely,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Sometimes,Very often,Rarely,Somewhat,,Not at all,,Somewhat,,Somewhat,3,2,,,,4,,2,,1 Not at all,4,3,,Moderately Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,,Disagree,Agree,,Neither agree nor disagree,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,,,Somewhat true for me,Somewhat false for me,Somewhat true for me,,
443,0,Male,german,white,31,3,2,90,10,Yes,,Teamfight Tactics,Diamond,No,Very often,Almost never/never,,,Almost never/never,Most of the time,,Most of the time,,Half of the time,,Almost never/never,,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,A lot,Not at all,Somewhat,A lot,,,,2,5       Very much,,,,,,2,5       Very much,4,,4,3,Moderately Inaccurate,,,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Very Inaccurate,Agree,Agree,,Strongly agree,,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,Somewhat true for me,
354,0,Male,Australian,Caucasian,36,6,2,80,20,No,Halo,,,No,Sometimes,,,Most of the time,Some of time,Almost always/always,Some of time,,,Some of time,,,Most of the time,,Almost always/always,,Almost always/always,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat,A lot,,,,A lot,A lot,3,,4,,,,5       Very much,1 Not at all,1 Not at all,3,,1 Not at all,,Moderately Inaccurate,,,Moderately Accurate,Very Inaccurate,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,,,,Disagree,Agree,Strongly disagree,,,,Very Accurate,Very Inaccurate,Very Inaccurate,,Very Inaccurate,,,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
570,0,Female,spain,white4,23,4,1,60,40,Yes,,League of Legends,Bronze,No,Very often,,,Almost always/always,Most of the time,Most of the time,,Most of the time,,Half of the time,,Some of time,,,Half of the time,Almost never/never,,No agreement,No agreement,Agree,Agree,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Never,Often,Never,Sometimes,Sometimes,Often,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Somewhat,Not at all,,,Somewhat,Somewhat,,4,,3,1 Not at all,,,1 Not at all,3,,3,,2,,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Disagree,Agree,,Strongly agree,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Very true for me,Somewhat true for me,,Very true for me,,
644,0,Male,Portuguese,White,18,2,1,90,10,No,MOBA,,,No,Often,,,Some of time,Half of the time,Some of time,,,Half of the time,Some of time,,,Almost always/always,,Most of the time,,Some of time,Strongly Agree,No agreement,Agree,Agree,Often,Rarely,Sometimes,Sometimes,Never,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Very often,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Rarely,A lot,,A lot,Not at all,Not at all,,,2,1 Not at all,1 Not at all,,,4,,4,1 Not at all,,2,,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Very Accurate,,Moderately Inaccurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Agree,Strongly agree,Disagree,,,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,,Somewhat true for me,Very true for me,Somewhat false for me,,
782,0,Male,Dutch,Caucasian (White),30,4,1,40,60,No,Strategy,,,No,Often,,,Half of the time,Most of the time,Half of the time,,Half of the time,,Some of time,Most of the time,,,,Almost always/always,,Most of the time,Agree,No agreement,No agreement,Agree,Often,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Often,A lot,,A lot,,A lot,,A lot,5       Very much,,,3,,4,3,4,,1 Not at all,,,2,Moderately Inaccurate,Moderately Accurate,,Moderately Inaccurate,Very Inaccurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,,Disagree,Neither agree nor disagree,Agree,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,Somewhat false for me,Very true for me,Somewhat true for me,,
1767,0,Male,Spanish,White,20,9,2,80,20,No,League of Legends,,,No,Very often,Half of the time,,,Almost always/always,Most of the time,,,Almost always/always,Some of time,,,Almost never/never,,Almost always/always,,Almost always/always,No agreement,No agreement,No agreement,Strongly Agree,Often,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Often,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Somewhat,,Somewhat,,Somewhat,,Somewhat,2,4,5       Very much,,,5       Very much,4,2,,,,2,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,,Agree,,Strongly agree,,Disagree,Very Accurate,,Very Accurate,,Very Inaccurate,,Very Inaccurate,,,Very Inaccurate,Very true for me,Very true for me,Very true for me,,,
